manufacturer,GPU,releaseYear,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip,G3Dmark,G2Dmark,testDate,category
NVIDIA,GeForce MX550,2022,2.0,64.0,1065,1500.0,32,16,No,PCIe 4.0 x8,GDDR6,TU117,5090,424,2022,Unknown
NVIDIA,GeForce RTX 3090 Ti,2022,24.0,384.0,1560,1313.0,336,112,No,PCIe 4.0 x16,GDDR6X,GA102,29094,1117,2022,Unknown
AMD,Radeon RX 6400,2022,4.0,64.0,1923,2000.0,48,32,No,PCIe 4.0 x4,GDDR6,Navi 24,6958,899,2022,Unknown
AMD,Radeon RX 6500 XT,2022,4.0,64.0,2310,2248.0,64,32,No,PCIe 4.0 x4,GDDR6,Navi 24,9445,910,2022,Unknown
AMD,Radeon RX 6700S,2022,8.0,128.0,1700,1750.0,112,64,No,PCIe 4.0 x8,GDDR6,Navi 23,11989,829,2022,Unknown
NVIDIA,GeForce RTX 3060,2021,12.0,192.0,1320,1875.0,112,48,No,PCIe 4.0 x16,GDDR6,GA106,16958,951,2021,Desktop
NVIDIA,GeForce RTX 3070 Ti,2021,8.0,256.0,1575,1188.0,192,96,No,PCIe 4.0 x16,GDDR6X,GA104,23367,1003,2021,Desktop
NVIDIA,GeForce RTX 3080 Ti,2021,12.0,384.0,1365,1188.0,320,112,No,PCIe 4.0 x16,GDDR6X,GA102,26887,1031,2021,Desktop
AMD,Radeon RX 6600,2021,8.0,128.0,1626,1750.0,112,64,No,PCIe 4.0 x8,GDDR6,Navi 23,13881,945,2021,Unknown
AMD,Radeon RX 6600 XT,2021,8.0,128.0,1968,2000.0,128,64,No,PCIe 4.0 x8,GDDR6,Navi 23,15853,1003,2021,Desktop
AMD,Radeon RX 6600M,2021,8.0,128.0,2068,1750.0,112,64,No,PCIe 4.0 x8,GDDR6,Navi 23,9094,698,2021,Unknown
AMD,Radeon RX 6700 XT,2021,12.0,192.0,2321,2000.0,160,64,No,PCIe 4.0 x16,GDDR6,Navi 22,18993,1014,2021,Desktop
AMD,Radeon RX 6700M,2021,10.0,160.0,1489,2000.0,144,64,No,PCIe 4.0 x16,GDDR6,Navi 22,11499,550,2021,Unknown
AMD,Radeon RX 6800M,2021,12.0,192.0,2116,2000.0,160,64,No,PCIe 4.0 x16,GDDR6,Navi 22,9012,643,2021,Mobile
NVIDIA,RTX A2000,2021,6.0,192.0,562,1500.0,104,48,No,PCIe 4.0 x16,GDDR6,GA106,13128,928,2021,Unknown
NVIDIA,RTX A4000,2021,16.0,256.0,735,1750.0,192,96,No,PCIe 4.0 x16,GDDR6,GA104,18988,938,2021,Workstation
NVIDIA,RTX A4500,2021,20.0,320.0,1050,2000.0,224,96,No,PCIe 4.0 x16,GDDR6,GA102,21546,892,2022,Unknown
NVIDIA,RTX A5000,2021,24.0,384.0,1170,2000.0,256,96,No,PCIe 4.0 x16,GDDR6,GA102,22867,984,2021,Workstation
NVIDIA,T1000,2021,4.0,128.0,1065,1250.0,56,32,No,PCIe 3.0 x16,GDDR6,TU117,7829,831,2021,Unknown
NVIDIA,T400,2021,2.0,64.0,420,1250.0,24,16,No,PCIe 3.0 x16,GDDR6,TU117,3627,561,2021,Unknown
NVIDIA,T600,2021,4.0,128.0,735,1250.0,40,32,No,PCIe 3.0 x16,GDDR6,TU117,6509,738,2021,Unknown
NVIDIA,GeForce MX330,2020,2.0,64.0,1531,1752.0,24,16,No,PCIe 3.0 x4,GDDR5,GP108,2547,234,2020,Unknown
NVIDIA,GeForce MX350,2020,2.0,64.0,1354,1752.0,32,16,No,PCIe 3.0 x4,GDDR5,GP107,2855,243,2020,Unknown
NVIDIA,GeForce RTX 3060 Ti,2020,8.0,256.0,1410,1750.0,152,80,No,PCIe 4.0 x16,GDDR6,GA104,20206,961,2020,Desktop
NVIDIA,GeForce RTX 3070,2020,8.0,256.0,1500,1750.0,184,96,No,PCIe 4.0 x16,GDDR6,GA104,22093,969,2020,Desktop
NVIDIA,GeForce RTX 3080,2020,10.0,320.0,1440,1188.0,272,96,No,PCIe 4.0 x16,GDDR6X,GA102,24853,1003,2020,Desktop
NVIDIA,GeForce RTX 3090,2020,24.0,384.0,1395,1219.0,328,112,No,PCIe 4.0 x16,GDDR6X,GA102,26395,999,2020,Desktop
AMD,Radeon Pro 5300,2020,4.0,128.0,1000,1750.0,80,32,No,PCIe 4.0 x8,GDDR6,Navi 14,7522,663,2020,Unknown
AMD,Radeon Pro 5500 XT,2020,8.0,128.0,1187,1750.0,96,32,No,PCIe 4.0 x8,GDDR6,Navi 14,8298,628,2020,Unknown
AMD,Radeon Pro 5600M,2020,8.0,2048.0,1000,770.0,160,64,No,PCIe 4.0 x16,HBM2,Navi 12,10200,702,2020,Mobile
AMD,Radeon Pro 5700,2020,8.0,256.0,1243,1500.0,144,64,No,PCIe 4.0 x16,GDDR6,Navi 10,11844,829,2020,Desktop
AMD,Radeon Pro 5700 XT,2020,16.0,256.0,1243,1500.0,160,64,No,PCIe 4.0 x16,GDDR6,Navi 10,12537,831,2020,Desktop
AMD,Radeon Pro VII,2020,16.0,4096.0,1400,1000.0,240,64,No,PCIe 4.0 x16,HBM2,Vega 20,16853,720,2020,Unknown
AMD,Radeon Pro W5500,2020,8.0,128.0,1744,1750.0,88,32,No,PCIe 4.0 x8,GDDR6,Navi 14,9269,896,2020,Desktop
AMD,Radeon Pro W5500M,2020,4.0,128.0,1000,1750.0,88,32,No,PCIe 4.0 x8,GDDR6,Navi 14,2010,533,2020,Mobile
AMD,Radeon RX 5300,2020,3.0,96.0,1327,1750.0,88,32,No,PCIe 4.0 x8,GDDR6,Navi 14,7611,854,2021,Desktop
AMD,Radeon RX 5600 XT,2020,6.0,192.0,1130,1500.0,144,64,No,PCIe 4.0 x16,GDDR6,Navi 10,13836,914,2020,Desktop
AMD,Radeon RX 5600M,2020,6.0,192.0,1035,1500.0,144,64,No,PCIe 4.0 x16,GDDR6,Navi 10,7157,537,2020,Mobile
AMD,Radeon RX 6800,2020,16.0,256.0,1700,2000.0,240,96,No,PCIe 4.0 x16,GDDR6,Navi 21,20667,1030,2020,Desktop
AMD,Radeon RX 6800 XT,2020,16.0,256.0,1825,2000.0,288,128,No,PCIe 4.0 x16,GDDR6,Navi 21,23364,1078,2020,Desktop
AMD,Radeon RX 6900 XT,2020,16.0,256.0,1825,2000.0,320,128,No,PCIe 4.0 x16,GDDR6,Navi 21,25458,1102,2020,Desktop
NVIDIA,RTX A6000,2020,48.0,384.0,1410,2000.0,336,112,No,PCIe 4.0 x16,GDDR6,GA102,22122,832,2021,Workstation
NVIDIA,GeForce GTX 1650,2019,4.0,128.0,1485,2001.0,56,32,No,PCIe 3.0 x16,GDDR5,TU117,7807,592,2019,Desktop
NVIDIA,GeForce GTX 1650 SUPER,2019,4.0,128.0,1530,1500.0,80,32,No,PCIe 3.0 x16,GDDR6,TU116,10032,761,2019,Desktop
NVIDIA,GeForce GTX 1660,2019,6.0,192.0,1530,2001.0,88,48,No,PCIe 3.0 x16,GDDR5,TU116,11695,796,2019,Desktop
NVIDIA,GeForce GTX 1660 SUPER,2019,6.0,192.0,1530,1750.0,88,48,No,PCIe 3.0 x16,GDDR6,TU116,12732,823,2019,Desktop
NVIDIA,GeForce GTX 1660 Ti,2019,6.0,192.0,1500,1500.0,96,48,No,PCIe 3.0 x16,GDDR6,TU116,11794,702,2019,Desktop
NVIDIA,GeForce MX230,2019,2.0,64.0,1519,1502.0,16,16,No,PCIe 3.0 x4,GDDR5,GP108,1884,219,2019,Unknown
NVIDIA,GeForce MX250,2019,2.0,64.0,1519,1502.0,24,16,No,PCIe 3.0 x4,GDDR5,GP108,2515,250,2019,Unknown
NVIDIA,GeForce RTX 2060,2019,6.0,192.0,1365,1750.0,120,48,No,PCIe 3.0 x16,GDDR6,TU106,13953,752,2019,Desktop
NVIDIA,GeForce RTX 2060 SUPER,2019,8.0,256.0,1470,1750.0,136,64,No,PCIe 3.0 x16,GDDR6,TU106,16514,881,2019,Desktop
NVIDIA,GeForce RTX 2070 SUPER,2019,8.0,256.0,1605,1750.0,160,64,No,PCIe 3.0 x16,GDDR6,TU104,18168,896,2019,Desktop
NVIDIA,GeForce RTX 2080 SUPER,2019,8.0,256.0,1650,1937.0,192,64,No,PCIe 3.0 x16,GDDR6,TU104,19519,934,2019,Desktop
NVIDIA,Quadro P2200,2019,5.0,160.0,1000,1251.0,80,40,No,PCIe 3.0 x16,GDDR5X,GP106,9486,971,2019,Workstation
AMD,Radeon 550X,2019,2.0,128.0,1082,1750.0,32,16,No,PCIe 3.0 x8,GDDR5,Lexa,1430,273,2019,Unknown
AMD,Radeon Pro 5300M,2019,4.0,128.0,1000,1500.0,80,32,No,PCIe 4.0 x8,GDDR6,Navi 14,5840,636,2019,Unknown
AMD,Radeon Pro 5500M,2019,8.0,128.0,1000,1500.0,96,32,No,PCIe 4.0 x8,GDDR6,Navi 14,6763,682,2019,Unknown
AMD,Radeon Pro 580X,2019,8.0,256.0,1100,1710.0,144,32,No,PCIe 3.0 x16,GDDR5,Ellesmere,7540,698,2019,Desktop
AMD,Radeon Pro Vega 48,2019,8.0,2048.0,1200,786.0,192,64,No,PCIe 3.0 x16,HBM2,Vega 10,11504,821,2019,Unknown
AMD,Radeon Pro Vega 64X,2019,16.0,2048.0,1250,1000.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 10,14630,948,2021,Unknown
AMD,Radeon Pro Vega II,2019,32.0,4096.0,1574,806.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 20,14738,827,2020,Unknown
AMD,Radeon Pro W5700,2019,8.0,256.0,1400,1750.0,144,64,No,PCIe 4.0 x16,GDDR6,Navi 10,15085,908,2020,Desktop
AMD,Radeon Pro WX 3200,2019,4.0,128.0,1295,1500.0,32,16,No,PCIe 3.0 x8,GDDR5,Polaris 23,2456,478,2019,Mobile
AMD,Radeon RX 5300M,2019,3.0,96.0,1000,1750.0,88,32,No,PCIe 4.0 x8,GDDR6,Navi 14,3562,366,2020,Mobile
AMD,Radeon RX 5500 XT,2019,4.0,128.0,1607,1750.0,88,32,No,PCIe 4.0 x8,GDDR6,Navi 14,9188,824,2019,Desktop
AMD,Radeon RX 5500M,2019,4.0,128.0,1375,1750.0,88,32,No,PCIe 4.0 x8,GDDR6,Navi 14,4010,414,2020,Mobile
AMD,Radeon RX 5700,2019,8.0,256.0,1465,1750.0,144,64,No,PCIe 4.0 x16,GDDR6,Navi 10,14729,926,2019,Desktop
AMD,Radeon RX 5700 XT,2019,8.0,256.0,1605,1750.0,160,64,No,PCIe 4.0 x16,GDDR6,Navi 10,16892,955,2019,Desktop
AMD,Radeon RX 5700 XT 50th Anniversary,2019,8.0,256.0,1680,1750.0,160,64,No,PCIe 4.0 x16,GDDR6,Navi 10,16650,965,2019,Desktop
AMD,Radeon VII,2019,16.0,4096.0,1400,1000.0,240,64,No,PCIe 3.0 x16,HBM2,Vega 20,16767,788,2019,Desktop
NVIDIA,GeForce RTX 2070,2018,8.0,256.0,1410,1750.0,144,64,No,PCIe 3.0 x16,GDDR6,TU106,16079,833,2018,Desktop
NVIDIA,GeForce RTX 2080,2018,8.0,256.0,1515,1750.0,184,64,No,PCIe 3.0 x16,GDDR6,TU104,18732,917,2018,Desktop
NVIDIA,GeForce RTX 2080 Ti,2018,11.0,352.0,1350,1750.0,272,88,No,PCIe 3.0 x16,GDDR6,TU102,21796,940,2018,Desktop
NVIDIA,Quadro GV100,2018,32.0,4096.0,1132,848.0,320,128,No,PCIe 3.0 x16,HBM2,GV100,17675,841,2018,Workstation
NVIDIA,Quadro P620,2018,2.0,128.0,1266,1252.0,32,16,No,PCIe 3.0 x16,GDDR5,GP107,3640,575,2018,Workstation
NVIDIA,Quadro RTX 4000,2018,8.0,256.0,1005,1625.0,144,64,No,PCIe 3.0 x16,GDDR6,TU104,15515,904,2019,Workstation
NVIDIA,Quadro RTX 5000,2018,16.0,256.0,1620,1750.0,192,64,No,PCIe 3.0 x16,GDDR6,TU104,16260,763,2019,Workstation
NVIDIA,Quadro RTX 6000,2018,24.0,384.0,1440,1750.0,288,96,No,PCIe 3.0 x16,GDDR6,TU102,19692,837,2018,Workstation
NVIDIA,Quadro RTX 8000,2018,48.0,384.0,1395,1750.0,288,96,No,PCIe 3.0 x16,GDDR6,TU102,19126,801,2019,Workstation
AMD,Radeon Pro 560X,2018,4.0,128.0,1004,1470.0,64,16,No,PCIe 3.0 x8,GDDR5,Polaris 21,3678,711,2018,Unknown
AMD,Radeon Pro Vega 16,2018,4.0,1024.0,815,1200.0,64,32,No,PCIe 3.0 x16,HBM2,Vega 12,4683,672,2019,Unknown
AMD,Radeon Pro Vega 20,2018,4.0,1024.0,815,740.0,80,32,No,PCIe 3.0 x16,HBM2,Vega 12,5117,544,2018,Unknown
AMD,Radeon Pro WX 8200,2018,8.0,2048.0,1200,1000.0,224,64,No,PCIe 3.0 x16,HBM2,Vega 10,14110,824,2018,Desktop
AMD,Radeon Pro WX Vega M GL,2018,4.0,1024.0,931,700.0,80,32,No,IGP,HBM2,Polaris 22,6049,777,2019,Mobile
AMD,Radeon RX 550X,2018,4.0,128.0,1100,1500.0,32,16,No,PCIe 3.0 x8,GDDR5,Lexa,2370,508,2019,Desktop
AMD,Radeon RX 560X,2018,4.0,128.0,1175,1750.0,64,16,No,PCIe 3.0 x8,GDDR5,Polaris 21,3181,487,2018,Desktop
AMD,Radeon RX 570X,2018,8.0,256.0,1168,1750.0,128,32,No,PCIe 3.0 x16,GDDR5,Polaris 20,1923,750,2020,Desktop
AMD,Radeon RX 580 2048SP,2018,4.0,256.0,1168,1750.0,128,32,No,PCIe 3.0 x16,GDDR5,Polaris 20,7768,669,2019,Unknown
AMD,Radeon RX 580X,2018,8.0,256.0,1257,2000.0,144,32,No,PCIe 3.0 x16,GDDR5,Polaris 20,7798,885,2019,Desktop
AMD,Radeon RX 590,2018,8.0,256.0,1469,2000.0,144,32,No,PCIe 3.0 x16,GDDR5,Polaris 30,9665,810,2018,Desktop
AMD,Radeon RX Vega M GH,2018,4.0,1024.0,1063,800.0,96,64,No,IGP,HBM2,Polaris 22,6734,833,2018,Unknown
AMD,Radeon RX Vega M GL,2018,4.0,1024.0,931,700.0,80,32,No,IGP,HBM2,Polaris 22,3315,506,2018,Unknown
NVIDIA,Tesla T4,2018,16.0,256.0,585,1250.0,160,64,No,PCIe 3.0 x16,GDDR6,TU104,11113,567,2020,Unknown
NVIDIA,TITAN RTX,2018,24.0,384.0,1350,1750.0,288,96,No,PCIe 3.0 x16,GDDR6,TU102,20169,844,2018,Workstation
NVIDIA,TITAN V CEO Edition,2018,32.0,4096.0,1200,848.0,320,128,No,PCIe 3.0 x16,HBM2,GV100,16988,1086,2018,Desktop
NVIDIA,GeForce GT 1030,2017,2.0,64.0,1228,1502.0,24,16,No,PCIe 3.0 x4,GDDR5,GP108,2545,449,2017,Desktop
NVIDIA,GeForce GTX 1070 Ti,2017,8.0,256.0,1607,2002.0,152,64,No,PCIe 3.0 x16,GDDR5,GP104,14500,877,2017,Desktop
NVIDIA,GeForce GTX 1080 Ti,2017,11.0,352.0,1481,1376.0,224,88,No,PCIe 3.0 x16,GDDR5X,GP102,18284,934,2017,Desktop
NVIDIA,GeForce MX110,2017,2.0,64.0,978,1253.0,24,8,No,PCIe 3.0 x4,GDDR5,GM108,1469,195,2017,Unknown
NVIDIA,GeForce MX130,2017,2.0,64.0,1109,1253.0,24,8,No,PCIe 3.0 x4,GDDR5,GM108,1895,195,2018,Unknown
NVIDIA,GeForce MX150,2017,2.0,64.0,1469,1502.0,24,16,No,PCIe 3.0 x4,GDDR5,GP108,2310,218,2017,Mobile
NVIDIA,P104-100,2017,4.0,256.0,1607,1251.0,120,64,No,PCIe 3.0 x16,GDDR5X,GP104,4450,114,2020,Unknown
NVIDIA,P106-090,2017,3.0,192.0,1354,2002.0,48,48,No,PCIe 3.0 x16,GDDR5,GP106,2402,104,2020,Unknown
NVIDIA,P106-100,2017,6.0,192.0,1506,2002.0,80,48,No,PCIe 3.0 x16,GDDR5,GP106,5967,339,2019,Unknown
NVIDIA,Quadro P1000,2017,4.0,128.0,1266,1253.0,40,32,No,PCIe 3.0 x16,GDDR5,GP107,4466,659,2017,Workstation
NVIDIA,Quadro P2000,2017,5.0,160.0,1076,1752.0,64,40,No,PCIe 3.0 x16,GDDR5,GP106,7096,692,2017,Workstation
NVIDIA,Quadro P400,2017,2.0,64.0,1228,1002.0,16,16,No,PCIe 3.0 x16,GDDR5,GP107,1614,427,2017,Workstation
NVIDIA,Quadro P4000,2017,8.0,256.0,1202,1901.0,112,64,No,PCIe 3.0 x16,GDDR5,GP104,11422,820,2017,Workstation
NVIDIA,Quadro P600,2017,2.0,128.0,1329,1002.0,24,16,No,PCIe 3.0 x16,GDDR5,GP107,3324,482,2017,Workstation
AMD,Radeon 550,2017,2.0,64.0,1100,1750.0,32,16,No,PCIe 3.0 x8,GDDR5,Lexa,1959,501,2022,Unknown
AMD,Radeon Pro 555,2017,2.0,128.0,850,1275.0,48,16,No,PCIe 3.0 x8,GDDR5,Polaris 21,3141,659,2017,Unknown
AMD,Radeon Pro 560,2017,4.0,128.0,907,1270.0,64,16,No,PCIe 3.0 x8,GDDR5,Polaris 21,3475,724,2017,Unknown
AMD,Radeon Pro 570,2017,4.0,256.0,1000,1695.0,112,32,No,PCIe 3.0 x16,GDDR5,Polaris 20,6337,697,2019,Unknown
AMD,Radeon Pro 580,2017,8.0,256.0,1100,1695.0,144,32,No,PCIe 3.0 x16,GDDR5,Ellesmere,7753,943,2018,Unknown
AMD,Radeon Pro SSG,2017,16.0,2048.0,1440,945.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 10,10498,601,2018,Unknown
AMD,Radeon Pro Vega 56,2017,8.0,2048.0,1138,786.0,224,64,No,PCIe 3.0 x16,HBM2,Vega 10,12386,860,2018,Desktop
AMD,Radeon Pro Vega 64,2017,16.0,2048.0,1250,786.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 10,12402,836,2018,Unknown
AMD,Radeon Pro WX 2100,2017,2.0,64.0,925,1500.0,32,16,No,PCIe 3.0 x8,GDDR5,Lexa,1755,398,2017,Mobile
AMD,Radeon Pro WX 3100,2017,4.0,128.0,925,1500.0,32,16,No,PCIe 3.0 x8,GDDR5,Lexa,2627,491,2017,Workstation
AMD,Radeon Pro WX 9100,2017,16.0,2048.0,1200,945.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 10,13241,772,2017,Desktop
AMD,Radeon RX 550,2017,2.0,128.0,1100,1750.0,32,16,No,PCIe 3.0 x8,GDDR5,Lexa,2718,484,2017,Desktop
AMD,Radeon RX 560,2017,4.0,128.0,1175,1750.0,64,16,No,PCIe 3.0 x8,GDDR5,Polaris 21,3594,506,2017,Desktop
AMD,Radeon RX 580,2017,8.0,256.0,1257,2000.0,144,32,No,PCIe 3.0 x16,GDDR5,Polaris 20,8907,772,2017,Desktop
AMD,Radeon RX Vega 56,2017,8.0,2048.0,1156,800.0,224,64,No,PCIe 3.0 x16,HBM2,Vega 10,13636,784,2017,Desktop
AMD,Radeon RX Vega 64,2017,8.0,2048.0,1247,945.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 10,14636,810,2017,Desktop
AMD,Radeon Vega Frontier Edition,2017,16.0,2048.0,1382,945.0,256,64,No,PCIe 3.0 x16,HBM2,Vega 10,13748,753,2017,Desktop
NVIDIA,TITAN V,2017,12.0,3072.0,1200,848.0,320,96,No,PCIe 3.0 x16,HBM2,GV100,18816,845,2017,Desktop
NVIDIA,TITAN Xp,2017,12.0,384.0,1405,1426.0,240,96,No,PCIe 3.0 x16,GDDR5X,GP102,19508,992,2020,Unknown
AMD,FirePro S7150,2016,8.0,256.0,920,1250.0,128,32,No,PCIe 3.0 x16,GDDR5,Tonga,6276,866,2016,Unknown
NVIDIA,GeForce 920MX,2016,2.0,64.0,965,900.0,24,8,No,PCIe 3.0 x8,DDR3,GM108,1088,149,2016,Unknown
NVIDIA,GeForce 930MX,2016,2.0,64.0,952,900.0,24,8,No,PCIe 3.0 x8,DDR3,GM108,1302,191,2016,Mobile
NVIDIA,GeForce 940MX,2016,2.0,64.0,1004,1001.0,24,8,No,PCIe 3.0 x8,DDR3,GM108,1503,171,2016,Unknown
NVIDIA,GeForce 945M,2016,1.024,64.0,1006,1001.0,24,8,No,PCIe 3.0 x8,DDR3,GM108,1945,256,2015,Unknown
NVIDIA,GeForce GT 710,2016,1.024,64.0,810,898.0,8,4,No,PCIe 2.0 x16,DDR3,GF119,637,214,2014,Desktop
NVIDIA,GeForce GTX 1050,2016,2.0,128.0,1354,1752.0,40,32,No,PCIe 3.0 x16,GDDR5,GP107,5090,475,2016,Desktop
NVIDIA,GeForce GTX 1050 Ti,2016,4.0,128.0,1291,1752.0,48,32,No,PCIe 3.0 x16,GDDR5,GP107,6314,651,2016,Desktop
NVIDIA,GeForce GTX 1070,2016,8.0,256.0,1506,2002.0,120,64,No,PCIe 3.0 x16,GDDR5,GP104,13482,857,2016,Desktop
NVIDIA,GeForce GTX 1080,2016,8.0,256.0,1607,1251.0,160,64,No,PCIe 3.0 x16,GDDR5X,GP104,15265,890,2016,Desktop
NVIDIA,GeForce GTX 965M,2016,2.0,128.0,935,1253.0,64,32,No,MXM-B (3.0),GDDR5,GM206,3824,338,2015,Mobile
NVIDIA,GRID M10-8Q,2016,8.0,128.0,1033,1300.0,40,16,No,PCIe 3.0 x16,GDDR5,GM107,2606,557,2018,Unknown
NVIDIA,Quadro GP100,2016,16.0,4096.0,1304,715.0,224,96,No,PCIe 3.0 x16,HBM2,GP100,16203,858,2017,Workstation
NVIDIA,Quadro M2000,2016,4.0,128.0,796,1653.0,48,32,No,PCIe 3.0 x16,GDDR5,GM206,3942,565,2016,Workstation
NVIDIA,Quadro M500M,2016,2.0,64.0,1029,900.0,16,8,No,MXM-A (3.0),DDR3,GM108,1098,186,2016,"Mobile, Workstation"
NVIDIA,Quadro P5000,2016,16.0,256.0,1607,1127.0,160,64,No,PCIe 3.0 x16,GDDR5X,GP104,11976,701,2016,Workstation
NVIDIA,Quadro P6000,2016,24.0,384.0,1506,1127.0,240,96,No,PCIe 3.0 x16,GDDR5X,GP102,15811,773,2016,Workstation
AMD,Radeon Pro 450,2016,2.0,128.0,800,1270.0,40,16,No,PCIe 3.0 x8,GDDR5,Baffin,2723,619,2017,Unknown
AMD,Radeon Pro 455,2016,2.0,128.0,855,1270.0,48,16,No,PCIe 3.0 x8,GDDR5,Baffin,3113,705,2018,Unknown
AMD,Radeon Pro 460,2016,4.0,128.0,850,1270.0,64,16,No,PCIe 3.0 x8,GDDR5,Baffin,3453,679,2017,Unknown
AMD,Radeon Pro Duo,2016,4.0,4096.0,1000,500.0,256,64,No,PCIe 3.0 x16,HBM,Capsaicin,8324,715,2016,Desktop
AMD,Radeon Pro WX 4100,2016,4.0,128.0,1125,1500.0,64,16,No,PCIe 3.0 x8,GDDR5,Baffin,3766,690,2017,Desktop
AMD,Radeon Pro WX 5100,2016,8.0,256.0,713,1250.0,112,32,No,PCIe 3.0 x16,GDDR5,Ellesmere,5511,820,2016,Workstation
AMD,Radeon Pro WX 7100,2016,8.0,256.0,1188,1750.0,144,32,No,PCIe 3.0 x16,GDDR5,Ellesmere,7822,787,2016,Workstation
AMD,Radeon R5 M420,2016,4.0,64.0,780,1000.0,20,8,No,PCIe 3.0 x8,DDR3,Jet,470,164,2017,Unknown
AMD,Radeon R5 M430,2016,4.0,64.0,1030,900.0,20,8,No,PCIe 3.0 x8,DDR3,Exo,649,516,2016,Unknown
AMD,Radeon R5 M435,2016,2.0,64.0,780,1125.0,20,8,No,PCIe 3.0 x8,GDDR5,Jet,796,179,2018,Unknown
AMD,Radeon R7 M440,2016,4.0,64.0,891,900.0,20,8,No,PCIe 3.0 x8,DDR3,Meso,862,180,2016,Unknown
AMD,Radeon R7 M445,2016,4.0,64.0,780,1000.0,20,8,No,PCIe 3.0 x8,GDDR5,Meso,913,182,2017,Unknown
AMD,Radeon R7 M460,2016,2.0,64.0,1100,900.0,24,8,No,PCIe 3.0 x8,DDR3,Meso,1038,223,2016,Unknown
AMD,Radeon R7 M465,2016,2.0,64.0,1100,900.0,24,8,No,PCIe 3.0 x8,DDR3,Topaz,965,342,2017,Unknown
AMD,Radeon R7 M465X,2016,2.0,128.0,900,1125.0,32,16,No,PCIe 3.0 x16,GDDR5,Tropo,1624,440,2018,Unknown
AMD,Radeon R9 M470,2016,4.0,128.0,900,1500.0,48,16,No,PCIe 3.0 x16,GDDR5,Emerald,2288,324,2016,Mobile
AMD,Radeon R9 M470X,2016,4.0,128.0,1000,1500.0,56,16,No,PCIe 3.0 x16,GDDR5,Emerald,3400,552,2016,Mobile
AMD,Radeon R9 M485X,2016,8.0,256.0,723,1250.0,128,32,No,MXM-B (3.0),GDDR5,Amethyst,3204,492,2017,Unknown
AMD,Radeon RX 460,2016,2.0,128.0,1090,1750.0,56,16,No,PCIe 3.0 x8,GDDR5,Baffin,4114,570,2016,Desktop
AMD,Radeon RX 480,2016,8.0,256.0,1120,2000.0,144,32,No,PCIe 3.0 x16,GDDR5,Ellesmere,8674,779,2016,Desktop
NVIDIA,Tesla M10,2016,8.0,128.0,1033,1300.0,40,16,No,PCIe 3.0 x16,GDDR5,GM107,3490,522,2019,Unknown
AMD,FirePro W4170M,2015,2.0,128.0,825,1000.0,24,8,No,PCIe 3.0 x8,GDDR5,Opal,953,223,2015,Unknown
AMD,FirePro W4300,2015,4.0,128.0,930,1500.0,48,16,No,PCIe 3.0 x16,GDDR5,Bonaire,2863,771,2016,Workstation
AMD,FirePro W5130M,2015,2.0,128.0,900,1000.0,32,16,No,PCIe 3.0 x16,GDDR5,Tropo,1341,307,2016,Unknown
AMD,FirePro W6150M,2015,4.0,128.0,1075,1375.0,48,16,No,MXM-B (3.0),GDDR5,Saturn,1515,314,2021,Unknown
AMD,FirePro W7170M,2015,4.0,256.0,723,1250.0,128,32,No,PCIe 3.0 x16,GDDR5,Amethyst,3162,418,2016,Unknown
NVIDIA,GeForce 710A,2015,2.0,128.0,810,901.0,32,16,No,PCIe 3.0 x16,DDR3,GK107,451,258,2014,Desktop
NVIDIA,GeForce 810M,2015,2.0,64.0,835,900.0,32,16,No,PCIe 3.0 x16,DDR3,GK107,402,71,2014,Unknown
NVIDIA,GeForce 820M,2015,2.0,128.0,810,901.0,32,16,No,PCIe 3.0 x16,DDR3,GK107,511,111,2014,Mobile
NVIDIA,GeForce 845M,2015,2.0,64.0,863,1001.0,32,16,No,PCIe 3.0 x16,DDR3,GM107,1430,233,2015,Mobile
NVIDIA,GeForce 910M,2015,2.0,64.0,641,1001.0,32,8,No,PCIe 3.0 x8,DDR3,GK208B,578,150,2015,Unknown
NVIDIA,GeForce 920A,2015,2.0,64.0,954,1001.0,32,8,No,PCIe 3.0 x8,DDR3,GK208B,872,242,2016,Unknown
NVIDIA,GeForce 920M,2015,2.0,64.0,954,900.0,32,8,No,PCIe 3.0 x8,DDR3,GK208B,723,119,2015,Unknown
NVIDIA,GeForce 930A,2015,2.0,64.0,928,1001.0,24,8,No,PCIe 3.0 x8,DDR3,GM108,1082,391,2016,Unknown
NVIDIA,GeForce 930M,2015,2.0,64.0,928,900.0,24,8,No,PCIe 3.0 x8,DDR3,GM108,1011,153,2015,Unknown
NVIDIA,GeForce 940A,2015,2.0,64.0,1072,1001.0,16,8,No,PCIe 3.0 x8,DDR3,GM108,1145,348,2015,Unknown
NVIDIA,GeForce 940M,2015,2.0,64.0,1020,900.0,32,16,No,MXM-B (3.0),DDR3,GM107,1106,154,2015,Mobile
